Timeline,Start time,Duration,Row,Original Instance,BOB,COMMENTS,CP,D COVERAGES,D KIND OF SCREEN,D POST UP,D ROLL,D SCREEN LOCATION,D SCREENER,D SITUATION,GENERATOR,GRAVITY HANDLER PLAYER,GRAVITY SCREENER,GRAVITY SCREENER PLAYER,HANDLER GRAVITY,MOVES,O COVERAGES,O KIND OF SCREEN,O POST UP,O ROLL,O SCREEN LOCATION,O SCREENER,OPPONENTS PLAY CALLS,PAINT TOUCHES,PLAN/BROKEN PLAY,PLAY CALLS,PLAYER PT,PLAYERS,PLAYERS 2ND,PRESSING,QUALITY,QUARTER,RESULTS,RESULTS 2ND,SITUATION,SOB,SPECIAL,Shot Location,VIDEO,ZONE,Ungrouped,Notes,Flags,ocr_quarter,start_time_game_clock,player_name,action,action_game_clock,shot_clock,team1_score,team2_score,team1_p1_name,team1_p2_name,team1_p3_name,team1_p4_name,team1_p5_name,team2_p1_name,team2_p2_name,team2_p3_name,team2_p4_name,team2_p5_name
Venezia - Olimpia Milano 26-04-26,2135.705612221,17.287492633000056,OFFENSE,OFFENSE: 45,,,,,,,,,,,OR,#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,C&S,HEDGE,FLIP,,SHORT ROLL,TOP L,5,,,,AWAY,,#31 Shields Shavon,,,3,2 Q,3P-,,P&R Spot up,,,Left Wing 3,Y,,,,,2,02:05,Shields Shavon,THREE_POINT_MISSED,02:00,21,38,50,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2152.993104854,19.841966564999893,OFFENSE,OFFENSE: 46,,,,,,,,,,,,,,,,,,,4,,,,,,,FREE LANCE OR,,#16 Le Day Zach,,,1,2 Q,TO,,POST UP,,,,Y,,,,,2,01:47,LeDay Zach,TURNOVER,01:48,9,38,50,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2259.113231306,19.805606904999877,OFFENSE,OFFENSE: 47,,,,,,,,,,,OR,#23 Guduric Marko,SCREENER,#32 Nebo Josh,HANDLER,L RIP DRIVE,HEDGE,,,,TOP L,5,,DR P,,AWAY HEAD,#10 Bolmaro Leandro,#10 Bolmaro Leandro,,,3,2 Q,IN-,,P&R 1on1,,,Paint,Y,,,,,2,01:18,Bolmaro Leandro,TWO_POINT_MISSED,01:12,17,39,50,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2278.918838211,4.639466093999999,OFFENSE,OFFENSE: 48,,,,,,,,,,,,,,,,R LAY UP,,,,,,,,,,OR,,#32 Nebo Josh,,,4,2 Q,2P-,,OR,,,Rim,Y,,,,,2,01:00,Nebo Josh,TWO_POINT_MISSED,01:08,13,39,50,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2290.761427547,14.54362156299976,OFFENSE,OFFENSE: 49,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#32 Nebo Josh,HANDLER,R PU ATT,REJECT,,,,STACK TOP L,5,,P&R,,HEAD,#10 Bolmaro Leandro,#10 Bolmaro Leandro,,,3,2 Q,2P+,,P&R Handler,,,FT Area,Y,,,,,2,01:00,Bolmaro Leandro,TWO_POINT_MADE,00:48,,39,52,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2328.197992112,10.87635516399996,OFFENSE,OFFENSE: 50,,,,,,,,,,,,,,,,L PU ST,,,,,,,,,,EOQ,,#23 Guduric Marko,,,1,2 Q,3P-,,1on1,,,Top of Key 3,Y,,,,,2,01:00,Guduric Marko,THREE_POINT_MISSED,00:03,,39,52,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2363.422217383,25.79276152400007,OFFENSE,OFFENSE: 51,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#12 Brooks Armoni,HANDLER,L PU ST,SWITCH 1on1,GHOST,,,ELBOW R,SMALL,,,,24 BLUE,,#10 Bolmaro Leandro,,,2,3 Q,2P+,,P&R Handler,,,FT Area,Y,,,,,2,01:00,Bolmaro Leandro,THREE_POINT_MISSED,00:59,,58,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,2403.420410374,27.870189625999956,OFFENSE,OFFENSE: 52,,,,,,,,,,,,#3 Ellis Quinn,SCREENER,#17 Ricci Giampaolo,HANDLER,,HEDGE,TOUCH,,SHORT ROLL,TOP R,4,,,,RUB 4,,#17 Ricci Giampaolo,#3 Ellis Quinn,,1,3 Q,OB,2nd,P&R Screener,,,,Y,,,,,3,09:23,Ricci Giampaolo,THREE_POINT_MADE,07:53,22,39,60,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2448.673544055,11.171693664000031,OFFENSE,OFFENSE: 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3 Ellis Quinn,,,1,3 Q,TO,,BACK SCREEN,SOB 3,,,Y,,,,,3,09:03,Ellis Quinn,TURNOVER,09:00,,39,54,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2508.660585838,12.145185855000364,OFFENSE,OFFENSE: 54,,,,,,,,,,,,,,,,C&S,,,,,,,,DR P,,FB,#3 Ellis Quinn,#12 Brooks Armoni,#3 Ellis Quinn,,5,3 Q,3P+,PASS,FB,,,Left Wing 3,Y,,,,,3,08:40,Brooks Armoni,THREE_POINT_MADE,08:41,10,39,57,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2586.198040473675,15.492203152325146,OFFENSE,OFFENSE: 55,,,,,,,,,,,,,,,,,CHASE,,,,,,,,,L BLUE,,#3 Ellis Quinn,,,1,3 Q,TO,,SCREENS G,,,,Y,,,,,3,08:16,Ellis Quinn,TURNOVER,08:11,,39,57,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2630.021588624,11.894086748000063,OFFENSE,OFFENSE: 56,,,,,,,,,,,,,,,,C&S,,,,,,,,DR P,,FB,#10 Bolmaro Leandro,#17 Ricci Giampaolo,#12 Brooks Armoni,,3,3 Q,3P+,PASS,FB,,,Left Wing 3,Y,,,,,3,07:56,Ricci Giampaolo,THREE_POINT_MADE,07:53,22,39,60,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2652.085864846,27.311338689322838,OFFENSE,OFFENSE: 57,,,,,,,,,,,,#3 Ellis Quinn,SCREENER,#32 Nebo Josh,HANDLER,DUNK,,,,SHORT ROLL,TOP R,5,,ROLL,,FLASH,#32 Nebo Josh,#17 Ricci Giampaolo,#32 Nebo Josh,,5,3 Q,1-2 FT,PASS,P&R Cut,,,Rim,Y,,,,,3,07:34,Ricci Giampaolo,PERSONAL_FOUL_RECEIVED,07:21,10,41,60,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2772.13797259,9.781860743333255,OFFENSE,OFFENSE: 58,,,,,,,,,,,,,,,,,,,,,,,,,,FB,,#10 Bolmaro Leandro,,,1,3 Q,TO,,FB,,,,Y,,,,,3,07:05,Bolmaro Leandro,TURNOVER,07:05,14,41,61,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2840.455902384,20.680240475999653,OFFENSE,OFFENSE: 59,,,,,,,,,,,,#1 Mannion Nico,SCREENER,#32 Nebo Josh,HANDLER,C&S,SHOOT THE GAP,,,,,5,,,,5,,#1 Mannion Nico,#32 Nebo Josh,,2,3 Q,3P+,PASS,HO Handler,,,Top of Key 3,Y,,,,,3,06:42,Mannion Nico,THREE_POINT_MADE,06:38,21,41,64,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,2933.527753039,16.539461784000196,OFFENSE,OFFENSE: 60,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#32 Nebo Josh,HANDLER,,SHORT HEDGE,,,,SLOT L,5,,P&R,,L UP,#10 Bolmaro Leandro,#10 Bolmaro Leandro,,,2,3 Q,OB,,P&R Handler,,,,Y,,,,,3,06:00,Bolmaro Leandro,THREE_POINT_MISSED,00:59,,58,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,2964.370455556,13.567975667000155,OFFENSE,OFFENSE: 61,BOB 15,,,,,,,,,,FB,#1 Mannion Nico,SCREENER,#32 Nebo Josh,HANDLER,,HEDGE,,,SHORT ROLL,TOP L,5,,ROLL,,,#32 Nebo Josh,#1 Mannion Nico,,,1,3 Q,TO,,P&R Handler,,,,Y,,,,,3,05:47,Mannion Nico,TURNOVER,05:43,8,44,64,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,3008.604486367,17.486714595000194,OFFENSE,OFFENSE: 62,,,,,,,,,,,,#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,C&S,HEDGE,SLIP,,,TOP R,5,,,,FLASH,,#17 Ricci Giampaolo,#1 Mannion Nico,,4,3 Q,3P-,PASS,P&R 1on1,,,Left Wing 3,Y,,,,,3,05:27,Ricci Giampaolo,THREE_POINT_MISSED,05:12,10,44,64,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,3044.37085058,27.161057834000076,OFFENSE,OFFENSE: 63,,,,,,,,,,,,#12 Brooks Armoni,SCREENER,#31 Shields Shavon,HANDLER,,SWITCH + GHOST,,,,SLOT R,SMALL,,,,FLASH,,#31 Shields Shavon,,,,3 Q,F,,P&R Screener,,,Top of Key 3,Y,,,,,3,04:50,Shields Shavon,PERSONAL_FOUL_RECEIVED,04:34,8,47,64,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,3090.380166927,23.187514226000076,OFFENSE,OFFENSE: 64,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#32 Nebo Josh,HANDLER,C&S,HEDGE,FLIP,,SHORT ROLL,TOP L,,,,,,,#1 Mannion Nico,,,1,3 Q,3P-,,P&R Spot up,SOB AWAY 1 HEAD,,Top of Key 3,Y,,,,,3,04:31,Mannion Nico,THREE_POINT_MISSED,04:23,5,47,64,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,3194.381645895,18.6582613999999,OFFENSE,OFFENSE: 65,,,,,,,,,,,,,,,,R PU ST,,,,,,,,,,FREE LANCE,,#23 Guduric Marko,,ZONE,4,3 Q,3P-,,MULTIPLE OPTIONS,,,Left Corner 3,Y,,,,,3,03:58,Guduric Marko,THREE_POINT_MISSED,03:46,12,49,64,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Mannion Nico,Shields Shavon,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,3245.478281311,19.264565861999927,OFFENSE,OFFENSE: 66,,,,,,,,,,,,,,,,L RIP DRIVE,,,,,,,,,,,,#31 Shields Shavon,#23 Guduric Marko,ZONE,,3 Q,IN+,PASS,1on1,,,Rim,Y,ZERO ZONE,,,,3,03:27,Shields Shavon,TWO_POINT_MADE,03:20,17,52,66,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Diop Ousmane,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3318.8628,30.656800000000203,OFFENSE,OFFENSE: 67,,,,,,,,,,,,#1 Mannion Nico,SCREENER,#25 Diop Ousmane,HANDLER,R RIP DRIVE,HEDGE,,,,STACK TOP R,5,,,,HEAD,,#16 Le Day Zach,#1 Mannion Nico,ZONE,2,3 Q,TO + F,PASS,P&R 1on1,,,,Y,,,,,3,02:58,LeDay Zach,TURNOVER,02:39,4,54,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Diop Ousmane,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3398.492901745,14.087664921666601,OFFENSE,OFFENSE: 68,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,,HEDGE,,,,SLOT R,5,,,,5,,#25 Diop Ousmane,,,,3 Q,F,,P&R Screener,,,,Y,,,,,3,02:17,Diop Ousmane,PERSONAL_FOUL_RECEIVED,02:12,21,56,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3426.35929025,14.939499335653181,OFFENSE,OFFENSE: 69,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#25 Diop Ousmane,HANDLER,,DROP,FLIP,,,STACK TOP L,5,,,,,,#25 Diop Ousmane,,,1,3 Q,TO + F,,P&R Screener,SOB AWAY HEAD,,,Y,,,,,3,02:09,Diop Ousmane,TURNOVER,02:07,,56,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3464.412002381,23.618841816999975,OFFENSE,OFFENSE: 70,,,,,,,,,,,,#1 Mannion Nico,SCREENER,#25 Diop Ousmane,HANDLER,R STEP BACK,,,,,,,,,,,,#23 Guduric Marko,#1 Mannion Nico,,2,3 Q,2P-,PASS,1on1 Close out,,,FT Area,Y,,,,,3,01:52,Guduric Marko,TWO_POINT_MISSED,01:31,,56,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3507.270251253,14.136127409999972,OFFENSE,OFFENSE: 71,,,,,,,,,,,,#31 Shields Shavon,SCREENER,#25 Diop Ousmane,HANDLER,C&S,,,,,SLOT L,5,,ROLL,,L SIDE,#25 Diop Ousmane,#10 Bolmaro Leandro,#31 Shields Shavon,,4,3 Q,3P-,PASS,P&R Spot up,,,Left Wing 3,Y,,,,,3,01:09,Bolmaro Leandro,THREE_POINT_MISSED,00:59,,58,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3530.8288566,22.270003537999855,OFFENSE,OFFENSE: 72,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#25 Diop Ousmane,HANDLER,L RIP DRIVE,HEDGE,,,,STACK TOP R,5,,,,HEAD,,#1 Mannion Nico,#10 Bolmaro Leandro,,2,3 Q,TO,PASS,P&R 1on1,,,,Y,,,,,3,01:00,Mannion Nico,TURNOVER,00:27,,58,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3651.652470412,10.829429588000039,OFFENSE,OFFENSE: 73,,,,,,,,,,,,,,,,,,,,,,,,,,FREE LANCE,,#10 Bolmaro Leandro,,,,3 Q,F,,MULTIPLE OPTIONS,,,,Y,,,,,3,01:00,Bolmaro Leandro,THREE_POINT_MISSED,00:59,,58,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3674.467957661,15.15958678344441,OFFENSE,OFFENSE: 74,,,,,,,,,,,,,,,,,,,,,,,,,,EOQ,,#1 Mannion Nico,,,,3 Q,3P-,,MULTIPLE OPTIONS,,,,Y,,,,,3,01:00,Mannion Nico,TURNOVER,00:27,,58,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3723.886114902,25.674277649000032,OFFENSE,OFFENSE: 75,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,L RIP DRIVE,HEDGE,SLIP,,SHORT ROLL,TOP R,5,,DR P,,FREE LANCE,#10 Bolmaro Leandro,#10 Bolmaro Leandro,,,3,4 Q,F,,P&R 1on1,,,,Y,,,,,4,09:37,Bolmaro Leandro,PERSONAL_FOUL_RECEIVED,09:14,,62,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3773.892365484,8.002901802999986,OFFENSE,OFFENSE: 76,,,,,,,,,,,FB,#10 Bolmaro Leandro,SCREENER,#25 Diop Ousmane,HANDLER,,HEDGE,SLIP,,SHORT ROLL,TOP R,5,,,BROKEN PLAY,,,#10 Bolmaro Leandro,,,1,4 Q,TO,,P&R Handler,SOB AWAY 1,,,Y,,,,,4,09:14,Bolmaro Leandro,PERSONAL_FOUL_RECEIVED,09:14,,62,66,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3868.432,23.538549675000013,OFFENSE,OFFENSE: 77,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,C&S MOV. L-R,HEDGE,,,,SLOT L,5,,ROLL,,5,#25 Diop Ousmane,#17 Ricci Giampaolo,#23 Guduric Marko,,3,4 Q,3P+,PASS,P&R Spot up,,,Left Wing 3,Y,,,,,4,08:59,Ricci Giampaolo,THREE_POINT_MADE,08:43,8,62,69,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3907.23921376,21.17843293199985,OFFENSE,OFFENSE: 78,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,R RIP DRIVE,HEDGE,,,,STACK TOP R,5,,DR P,,AWAY HEAD,#10 Bolmaro Leandro,#10 Bolmaro Leandro,#1 Mannion Nico,,5,4 Q,IN+,PASS,P&R 1on1,,,Rim,Y,,,,,4,08:22,Bolmaro Leandro,TWO_POINT_MADE,08:06,10,65,71,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3939.673122388,9.37362205644422,OFFENSE,OFFENSE: 79,,,,,,,,,,,,,,,,,,,,,,,,,,FB,,#10 Bolmaro Leandro,,,,4 Q,OB,,FB,,,,Y,,,,,4,07:50,Bolmaro Leandro,PERSONAL_FOUL_RECEIVED,06:12,16,68,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,3962.773001575,18.707202423000126,OFFENSE,OFFENSE: 80,,,,,,,,,,,,,,,,C&S,,,,,,,,DR P,,AWAY,#1 Mannion Nico,#17 Ricci Giampaolo,#1 Mannion Nico,,4,4 Q,3P+,PASS,1on1,,,Left Wing 3,Y,,,,,4,07:47,Ricci Giampaolo,THREE_POINT_MADE,07:34,11,65,74,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,4040.007571784,15.719278305999978,OFFENSE,OFFENSE: 81,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,R LAY UP,HEDGE,SLIP,,,TOP L,5,,ROLL,,AWAY 1 ATO,#25 Diop Ousmane,#25 Diop Ousmane,#1 Mannion Nico,,5,4 Q,IN+,PASS,P&R Screener,,,Rim,Y,,,,,4,07:19,Diop Ousmane,TWO_POINT_MADE,07:09,,65,76,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,4096.442619516,16.978099880999252,OFFENSE,OFFENSE: 82,,,,,,,,,,,"FB, FB",#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,,REJECT,,,,SIDE R,5,,,,5,,#23 Guduric Marko,,,1,4 Q,TO,,P&R Handler,,,,Y,,,,,4,06:45,Guduric Marko,TURNOVER,06:33,11,65,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,4121.08544364,19.50547858199934,OFFENSE,OFFENSE: 83,,,,,,,,,,,,,,,,L RIP DRIVE,,,,,,,,,,AWAY,,#10 Bolmaro Leandro,,,,4 Q,F,,1on1,,,,Y,,,,,4,06:20,Bolmaro Leandro,PERSONAL_FOUL_RECEIVED,06:12,16,68,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,4152.286968309,13.638967096999295,OFFENSE,OFFENSE: 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,#10 Bolmaro Leandro,,,,4 Q,TO,,MULTIPLE OPTIONS,SOB AWAY 1,,,Y,,,,,4,06:08,Bolmaro Leandro,TURNOVER,06:08,13,68,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,4264.990911072,21.646626660000038,OFFENSE,OFFENSE: 85,,,,,,,,,,,,#1 Mannion Nico,SCREENER,#32 Nebo Josh,HANDLER,R STEP BACK,HEDGE,FLIP,,,TOP L,5,,,,AWAY,,#23 Guduric Marko,#10 Bolmaro Leandro,ZONE,2,4 Q,3P-,PASS,P&R 1on1,,,Right Corner 3,Y,,,,,4,05:58,Guduric Marko,THREE_POINT_MISSED,05:45,,69,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,4299.53293651,12.902865462000591,OFFENSE,OFFENSE: 86,,,,,,,,,,,"OR, OR",#10 Bolmaro Leandro,SCREENER,#32 Nebo Josh,HANDLER,C&S,HEDGE,,,,STACK TOP L,5,,,,HEAD,,#23 Guduric Marko,#10 Bolmaro Leandro,,3,4 Q,3P-,PASS,P&R Spot up,,,Right Wing 3,Y,,,,,4,05:25,Guduric Marko,THREE_POINT_MISSED,05:18,17,69,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,4312.435801972,17.052513631999318,OFFENSE,OFFENSE: 87,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#17 Ricci Giampaolo,HANDLER,R LAY UP,HEDGE,,,,SIDE L,4,,PU,,FREE LANCE OR,#32 Nebo Josh,#32 Nebo Josh,#10 Bolmaro Leandro,,4,4 Q,IN-,PASS,P&R Post up,,,Rim,Y,,,,,4,05:12,Nebo Josh,TWO_POINT_MISSED,05:05,9,69,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,4351.943526201,14.651456641317964,OFFENSE,OFFENSE: 88,BOB 1,,,,,,,,,,,,,,,,CHASE,,,,,,,,,,,#12 Brooks Armoni,,,,4 Q,TO,,SCREENS G,,,,Y,,,,,4,04:58,Brooks Armoni,PERSONAL_FOUL_RECEIVED,03:34,20,73,78,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Shields Shavon,Nebo Josh,Brooks Armoni
